Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Chile,CHL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,36.6685010702364,36.6068906556864,36.5388125218856,36.4412576210126,36.3016075203153,36.1092121793383,35.8819408677834,35.6682894481119,35.4764801547992,..
Chile,CHL,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,6319294,6369726,6420420,6471588,6523164,6575151,6627552,6680371,6723516,..
Chile,CHL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,9,..,9,..,8.80000019073486,..,..
Chile,CHL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,14.6,..,13.8,..,13.6,..,13.6,..,..,..
Chile,CHL,Rural population (% of total population),SP.RUR.TOTL.ZS,12.868,12.811,12.754,12.697,12.64,12.578,12.51,12.436,12.357,..
Chile,CHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,4475.84,4967.15,5038.61,5806.96,6037.51,6639.23,6791.32,7121.74,..,..
Chile,CHL,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.54775951315234,0.519073976676046,0.532949469029673,0.61322389488148,0.72781325834477,0.833516639244919,0.883076747961141,0.797709308534243,0.545701785003905,..
Chile,CHL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.35144,0.3622,0.3887,0.37503,0.38073,0.36949,0.35518,..,..,..
Chile,CHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.3439998626709,6.65939998626709,6.21400022506714,6.6648998260498,6.50759983062744,6.73820018768311,6.95809984207153,7.23309993743896,7.29029989242554,..
Chile,CHL,Urban population,SP.URB.TOTL,15015959,15171189,15330437,15504104,15698027,15918731,16159787,16400002,16610135,..
Chile,CHL,Urban population growth (annual %),SP.URB.GROW,1.06402130316429,1.0284599807799,1.04420300070335,1.12645643978205,1.24302725952207,1.39614305163962,1.50294061291484,1.47555844683509,1.27315944447651,..
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.132,87.189,87.246,87.303,87.36,87.422,87.49,87.564,87.643,..
China,CHN,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,0.831,..,..,..,..,..,..,..,..,..
China,CHN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.32551316916943,4.54939901828766,4.71002236008644,4.77322712540627,4.88872304558754,4.98188063502312,5.15119321644306,..,..,..
China,CHN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,237.933624267578,283.522186279297,328.184906005859,361.724426269531,392.846038818359,398.331573486328,440.825622558594,..,..,..
China,CHN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,38342.4863208841,41155.0533977868,44133.7995808708,47171.0856560176,50236.8839427663,53387.6052076187,56777.6698877004,60335.3824312973,63792.6726638795,..
China,CHN,GDP (constant LCU),NY.GDP.MKTP.KN,51537286138489.9,55587924849123.7,59906336875082.4,64354097027935.2,68885820000000,73603622733561.7,78716277643958.4,84030897173540.7,89163975472394.3,..
China,CHN,Gini index (World Bank estimate),SI.POV.GINI,42.4,42.2,39.7,39.2,38.6,38.5,..,..,..,..
China,CHN,GNI (constant LCU),NY.GNP.MKTP.KN,51056886743221.8,55459445041739.2,59422986112608.3,64435200198715.4,68625570000000,73307669021954.6,78654295056029.8,83721625567237.7,..,..
China,CHN,GNI per capita (constant LCU),NY.GNP.PCAP.KN,37985.0808651111,41059.9321399274,43777.7086096806,47230.5336910695,50047.0894531877,53172.938329438,56732.9621471729,60113.3210078319,..,..
China,CHN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.8,4.2,..,..,..,..,..,..,..,..
China,CHN,Income share held by highest 10%,SI.DST.10TH.10,31.8,31.5,30.3,29.7,29.4,29.4,..,..,..,..
China,CHN,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,1.6213,1.7938,1.9886,2.1349,2.2914,2.4665,2.6621,..,..,..
China,CHN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,3.08541320712315,3.08292956942535,3.08216345267715,3.08295267003665,3.08559064453815,3.08913952160744,3.09401212991961,3.10527790612515,3.12208372024284,..
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,143.172108531324,143.871389770868,144.583452998035,145.317352120725,146.057642237226,146.850677605209,147.674050750889,148.348833270666,..,..
China,CHN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,23.8730972450581,24.419378468122,24.9782876571041,25.546683354468,26.1262216128703,26.7010269354774,27.2714063452335,27.8875617671767,28.5448833274308,..
China,CHN,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,320885462,329831324,339050281,348525737,358247976,368117713,378089414,388398439,398976116,..
China,CHN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,25.2000007629395,..,..,..,24.6000003814697,..,..
China,CHN,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..,..,..,..,..,..
China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,49.489,48.235,46.987,45.741,44.5,43.264,42.04,40.848,39.692,..
China,CHN,Scientific and technical journal articles,IP.JRN.ARTC.SC,326770.84,329015.38,359274.07,390396.24,407974.61,438348.74,473438.51,528263.25,..,..
China,CHN,Rural population growth (annual %),SP.RUR.TOTL.ZG,-2.08424853316373,-2.07932136898966,-2.12768335707949,-2.18128008764594,-2.24244948935114,-2.27535229605776,-2.31081217721929,-2.42046894260049,-2.5135292752365,..
China,CHN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.78034,1.91214,1.99786,2.02963,2.0656,2.11831,2.14512,2.18568,..,..
China,CHN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.09999990463257,4.09999990463257,4.05000019073486,4.09999990463257,..,..,3.90000009536743,3.79999995231628,5.15000009536743,..
China,CHN,Urban population,SP.URB.TOTL,678933504,699187267,719587859,740239259,761027100,782199374,803554542,823827650,842933962,..
China,CHN,Urban population growth (annual %),SP.URB.GROW,3.05606997004894,2.93954228534437,2.87600166976336,2.82948268527963,2.76955113521558,2.7440693748531,2.69354013822354,2.49162820140588,2.29272726307481,..
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.511,51.765,53.013,54.259,55.5,56.736,57.96,59.152,60.308,..
Colombia,COL,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Colombia,COL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.7906990647316,6.75231143832207,7.26269856095314,7.14657977223396,7.29742348194122,7.21367970108986,7.22628086805344,..,..,..
Colombia,COL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,489.407684326172,533.736206054688,585.806396484375,569.897277832031,444.063568115234,419.335205078125,459.197570800781,..,..,..
Colombia,COL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,14993025.3310228,15439749.6981564,16085655.0988255,16640454.8137057,16933516.5266094,17053461.9385713,17027358.8718904,17192801.7831691,17520225.8070939,..
Colombia,COL,GDP (constant LCU),NY.GDP.MKTP.KN,684628000000000,711415000000000,747939000000000,781589000000000,804692000000000,821489000000000,832656000000000,853600000000000,881958408363332,..
Colombia,COL,Gini index (World Bank estimate),SI.POV.GINI,53.5,52.7,52.8,52.7,51.1,50.8,49.7,50.4,..,..
Colombia,COL,GNI (constant LCU),NY.GNP.MKTP.KN,654337298201382,683196167672216,720566522230398,757592849218068,793310000000000,812644608660813,817308809926078,831581672425944,853428874303118,..
Colombia,COL,GNI per capita (constant LCU),NY.GNP.PCAP.KN,14329673.4678779,14827319.951925,15496965.063138,16129563.7152005,16693999.6864943,16869859.3692458,16713517.2457402,16749319.1899432,16953482.6657323,..
Colombia,COL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.4,1.5,1.5,1.5,..,..,..,..,..,..
Colombia,COL,Income share held by highest 10%,SI.DST.10TH.10,42.4,41.4,41.5,41.5,40,40,39,39.7,..,..
Colombia,COL,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,0.9252,0.9881,1.0465,1.1087,1.1652,1.2215,1.2714,1.3309,..,..
Colombia,COL,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,24.2134924140323,24.5763636373664,24.9435818261012,25.2940107098018,25.6111423519996,25.8854259484774,26.1255510822962,26.3666682749363,26.4023716286714,..
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,41.1564659756647,41.5293808021631,41.9083073456512,42.3336719242902,42.8307048219919,43.4172077512393,44.0748679585399,44.7487021180712,..,..
Colombia,COL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,40.4599411879601,41.0527213146177,41.6498952508327,42.2152627692751,42.7220665905216,43.1541338892594,43.5263722062828,43.8968000864474,43.9304463499924,..
Colombia,COL,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,18475263,18915800,19366063,19828175,20301811,20787947,21284860,21794184,22114342,..
Colombia,COL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,13.1000003814697,..,28.1000003814697,..,27.7999992370605,..,..
Colombia,COL,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,21.5,21.9,21.8,21.8,21.2,20.7,20.2,20.4,..,..
Colombia,COL,Rural population (% of total population),SP.RUR.TOTL.ZS,21.665,21.299,20.939,20.585,20.236,19.892,19.554,19.222,18.896,..
Colombia,COL,Scientific and technical journal articles,IP.JRN.ARTC.SC,3541.21,4124.71,4589.7,5173.66,5409.93,6292.29,6681.57,7195.02,..,..
Colombia,COL,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.728811056542258,-0.801777569753251,-0.796373676641746,-0.695206404285539,-0.542705896536695,-0.354496170006347,-0.210390946106126,-0.195168134279588,-0.328816832244915,..
Colombia,COL,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.20625,0.234,0.27128,0.30563,0.28975,0.26694,0.24294,0.23699,..,..
Colombia,COL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.1108999252319,9.74050045013428,9.0516996383667,8.57219982147217,8.29899978637695,8.69180011749268,8.8725004196167,9.11069965362549,9.96140003204346,..
Colombia,COL,Urban population,SP.URB.TOTL,35770189,36262940,36761204,37300597,37904385,38589139,39338952,40105215,40827302,..
Colombia,COL,Urban population growth (annual %),SP.URB.GROW,1.44386632764677,1.3681446106587,1.36467668226089,1.4566281940114,1.60574727205709,1.79040592167779,1.92443092324909,1.92912026786277,1.7844648552516,..
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.335,78.701,79.061,79.415,79.764,80.108,80.446,80.778,81.104,..
Comoros,COM,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.09870937466621,7.92808011174202,7.76687934994698,7.58468061685562,7.77522251009941,7.48664736747742,7.3843739926815,..,..,..
Comoros,COM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,78.6099090576172,65.2714462280273,68.8652267456055,68.4165649414063,58.1783332824707,57.5402717590332,58.760929107666,..,..,..
Comoros,COM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,468819.03961255,472258.17859812,481772.880830203,480305.244999276,474400.069974686,478960.321370753,486055.889479194,491599.405037954,493931.031889113,..
Comoros,COM,GDP (constant LCU),NY.GDP.MKTP.KN,331253000000,341854000000,357237000000,364739000000,368810000000,381057000000,395597000000,409169000000,420279000000,..
Comoros,COM,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,45.3,..,..,..,..,..,..
Comoros,COM,GNI (constant LCU),NY.GNP.MKTP.KN,331007010836.245,341296040109.423,357305438890.159,365217595942.75,370359972266.623,383188085896.413,397937265983.176,411728612008.823,..,..
Comoros,COM,GNI per capita (constant LCU),NY.GNP.PCAP.KN,468470.893622909,471487.378427127,481865.178104205,480935.482351295,476393.798321924,481638.937918447,488931.290617399,494674.671592032,..,..
Comoros,COM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,33.7,..,..,..,..,..,..
Comoros,COM,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,0.9214,0.3978,..,..,0.6285,..,..,..,..
Comoros,COM,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,379.671669439376,388.968821203238,398.44437167162,408.054795859382,417.74528452598,427.507777488981,437.341200057394,447.244477540227,..,..
Comoros,COM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,69.5999984741211,..,69.5999984741211,..,68.4000015258789,..,..
Comoros,COM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,19.2,..,..,..,..,..,..
Comoros,COM,Rural population (% of total population),SP.RUR.TOTL.ZS,71.96,71.877,71.777,71.662,71.53,71.381,71.216,71.035,70.836,..
Comoros,COM,Scientific and technical journal articles,IP.JRN.ARTC.SC,3.95,1.2,13.93,1.51,2.49,4.84,3.84,3.28,..,..
Comoros,COM,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.32459177090318,2.30388204407897,2.26759243653179,2.22300741893751,2.16261489929683,2.10169187009616,2.04255730502545,1.98475846696456,1.92539453630097,..
Comoros,COM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..
Comoros,COM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,8.14249992370605,..,..,..,..,..,..
Comoros,COM,Urban population,SP.URB.TOTL,198122,203574,209275,215196,221333,227690,234271,241082,248152,..
Comoros,COM,Urban population growth (annual %),SP.URB.GROW,2.65659402540734,2.71465725855387,2.76196013995129,2.79000642081674,2.81191140288062,2.83166998869796,2.84935102424998,2.8658559669186,2.8904337060558,..
Comoros,COM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.04,28.123,28.223,28.338,28.47,28.619,28.784,28.965,29.164,..
"Congo, Dem. Rep.",COD,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.43164056539536,3.56752946972847,3.56509238481522,3.97941172122955,3.94199565052986,3.88742499053478,3.97872291505337,..,..,..
"Congo, Dem. Rep.",COD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,12.6419105529785,14.2510690689087,16.3366203308105,19.382999420166,19.8849487304688,20.6037197113037,19.4316463470459,..,..,..
"Congo, Dem. Rep.",COD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,118888.128014627,123134.562446854,129202.094998589,136819.703273722,141529.864669399,140245.164960389,140808.208778207,144273.629284624,145875.296694398,..
"Congo, Dem. Rep.",COD,GDP (constant LCU),NY.GDP.MKTP.KN,7936395175500,8498839481600,9219707361000,10092840209800,10790879994100,11049794113200,11461614155600,12128808595600,12660599711400,..
"Congo, Dem. Rep.",COD,Gini index (World Bank estimate),SI.POV.GINI,..,42.1,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,GNI (constant LCU),NY.GNP.MKTP.KN,7490877725267.06,7952998775174.27,8270412553854.51,9100605442853.52,9892184748215.89,10838804541935.6,11099608726837.8,11757745441447.7,12210146550835.5,..
"Congo, Dem. Rep.",COD,GNI per capita (constant LCU),NY.GNP.PCAP.KN,112214.224499898,115226.205465065,115898.974514169,123368.854595897,129742.854101349,137567.262827212,136360.900109464,139859.788673537,140685.180116815,..
"Congo, Dem. Rep.",COD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Income share held by highest 10%,SI.DST.10TH.10,..,32,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,0.86,..,0.9479,..,0.8974,1.1101,..,..
"Congo, Dem. Rep.",COD,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,36.1649008511259,36.0151962770158,35.8684538732492,35.7258366024043,35.5900671551695,35.4622332088076,35.3447070531655,35.2392413310837,35.1529333970642,..
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,29.4458229858186,30.4451807414922,31.4765033854569,32.538958999581,33.6316111245892,34.7540314505635,35.9051472177499,37.0825923557045,..,..
"Congo, Dem. Rep.",COD,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,22.5375575126013,22.7442264570101,22.9542766879497,23.1690368788281,23.3898074070716,23.6174466052911,23.8531852891525,24.0990056500748,24.3594710010363,..
"Congo, Dem. Rep.",COD,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,15044981,15698235,16379898,17091207,17833452,18607980,19416198,20259574,21141723,..
"Congo, Dem. Rep.",COD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,74.8000030517578,..,79.0999984741211,..,77.5,..,..
"Congo, Dem. Rep.",COD,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,16.4,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Rural population (% of total population),SP.RUR.TOTL.ZS,59.456,58.918,58.373,57.82,57.26,56.693,56.12,55.54,54.954,..
"Congo, Dem. Rep.",COD,Scientific and technical journal articles,IP.JRN.ARTC.SC,45.5,71.43,80.77,119.87,124.13,109.19,135.94,148.72,..,..
"Congo, Dem. Rep.",COD,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.44854537367745,2.42857523487241,2.40204202012222,2.36780623144337,2.32958842061281,2.28775956608853,2.24265794628792,2.18782289971842,2.12638432891885,..
"Congo, Dem. Rep.",COD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,0.40638,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,4.48519992828369,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Urban population,SP.URB.TOTL,27065209,28355103,29704531,31115109,32586918,34121207,35717778,37376673,39095679,..
"Congo, Dem. Rep.",COD,Urban population growth (annual %),SP.URB.GROW,4.65601646269474,4.65579116062005,4.6492579119579,4.63939280532984,4.62173983428076,4.60081776529445,4.57294508820552,4.53982452244543,4.49651561246781,..
"Congo, Dem. Rep.",COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.544,41.082,41.627,42.18,42.74,43.307,43.88,44.46,45.046,..
"Congo, Rep.",COG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.85153502970934,2.47433297336102,2.48846784234047,2.50741988420486,3.41535210609436,3.48694697022438,2.93027926236391,..,..,..
"Congo, Rep.",COG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,60.713077545166,72.9281845092773,73.4360275268555,72.4625930786133,58.4486198425293,52.9479827880859,49.9837226867676,..,..,..
"Congo, Rep.",COG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,325198.118522523,328922.144881444,331954.64788251,345914.501536213,346359.163072386,328218.897454105,314127.919686963,311019.81582892,300421.615784234,..
"Congo, Rep.",COG,GDP (constant LCU),NY.GDP.MKTP.KN,1429195000000,1483504000000,1534547000000,1638588000000,1681953000000,1634858000000,1605414187400,1631100814400,1616420907100,..
"Congo, Rep.",COG,Gini index (World Bank estimate),SI.POV.GINI,48.9,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,GNI (constant LCU),NY.GNP.MKTP.KN,785074017015.552,960940564565.535,1060825282652.86,1264473741665.16,1664904801866.27,1513824530461.38,1420907443603.5,1382312032030.82,1377678239929.57,..
"Congo, Rep.",COG,GNI per capita (constant LCU),NY.GNP.PCAP.KN,178635.240981375,213059.507490699,229478.721191266,266937.023860625,342848.482549511,303919.862353191,278025.884429086,263580.540101976,256049.845094472,..
"Congo, Rep.",COG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Income share held by highest 10%,SI.DST.10TH.10,37.9,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,1.7898,..,0.9888,0.73,0.7932,0.7462,..,0.6271,..,..
"Congo, Rep.",COG,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,58.7836686793739,59.3926228400818,60.0855148295327,60.8044280682179,61.5085945526465,62.1890921059075,62.8606447597409,63.5363623359297,63.6708864251409,..
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,12.8692357247438,13.2070219619327,13.536635431918,13.8710805270864,14.219897510981,14.5856486090776,14.9654524158126,15.3568462664715,..,..
"Congo, Rep.",COG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,56.8095249797262,57.7733616129491,58.8275491638006,59.9156761257292,60.9977770204248,62.0646982663518,63.1307401605494,64.2080267899076,64.7446114753477,..
"Congo, Rep.",COG,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,2496690,2605693,2719457,2838190,2962110,3091442,3226424,3367302,3483589,..
"Congo, Rep.",COG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,46.9000015258789,..,48,..,47.7999992370605,..,..
"Congo, Rep.",COG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,21.5,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Rural population (% of total population),SP.RUR.TOTL.ZS,36.288,35.831,35.373,34.915,34.457,33.999,33.541,33.084,32.627,..
"Congo, Rep.",COG,Scientific and technical journal articles,IP.JRN.ARTC.SC,51.43,57.59,58.48,76.12,69.35,79.25,74.33,66.68,..,..
"Congo, Rep.",COG,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.54568071388108,1.32353178586465,1.17863435046101,1.13739751604675,1.16322074618392,1.20146807793353,1.21439272060527,1.20979341282075,1.17192276872432,..
"Congo, Rep.",COG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,10,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Urban population,SP.URB.TOTL,2800043,2894149,2987552,3083060,3182830,3287509,3396521,3509318,3625010,..
"Congo, Rep.",COG,Urban population growth (annual %),SP.URB.GROW,3.51278632851286,3.3056338510604,3.17632102471898,3.14682873141624,3.1848127861708,3.23593970029613,3.26215373226564,3.26700441390168,3.24353303191283,..
"Congo, Rep.",COG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.712,64.169,64.627,65.085,65.543,66.001,66.459,66.916,67.373,..
Costa Rica,CRI,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.21805223822594,7.91350975632668,7.86832198500633,7.88175165653229,7.82286003232002,7.53346905112267,7.32879638671875,..,..,..
Costa Rica,CRI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,754.959106445313,790.193359375,831.655212402344,837.90869140625,891.260559082031,886.501342773438,869.077758789063,..,..,..
Costa Rica,CRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4813555.21958798,4985368.15795648,5040314.25878834,5159518.74283167,5289095.06110396,5455665.82200274,5608332.68547546,5700544.38036172,5763858.16755855,..
Costa Rica,CRI,GDP (constant LCU),NY.GDP.MKTP.KN,22301615298100,23371405924500,23901709528800,24741935541300,25640496193600,26729189066700,27760988809800,28499535297500,29093425696100,..
Costa Rica,CRI,Gini index (World Bank estimate),SI.POV.GINI,48.7,48.6,49.3,48.6,48.4,48.7,48.3,48,..,..
Costa Rica,CRI,GNI (constant LCU),NY.GNP.MKTP.KN,21541879167276.9,22626820473166.2,23007256444350.1,23681735531293.8,24473499690000.8,25516227954897.6,26326729716869,26898417564592.4,27327212200161.1,..
Costa Rica,CRI,GNI per capita (constant LCU),NY.GNP.PCAP.KN,4649574.63929591,4826540.20332044,4851694.92049633,4938431.6814073,5048368.2281711,5208089.64359472,5318580.68112734,5380285.0287847,5413943.92265118,..
Costa Rica,CRI,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.2,1.2,1.1,1.1,1.2,..,..,..,..,..
Costa Rica,CRI,Income share held by highest 10%,SI.DST.10TH.10,37,37,37.4,36.9,36.8,37.3,37,36.3,..,..
Costa Rica,CRI,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,1.9231,2.0318,2.1666,2.394,2.6577,3.0053,3.1798,3.4144,..,..
Costa Rica,CRI,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,36.1482116457847,35.7453784528187,35.3893976020194,35.0792438198717,34.8107776482716,34.5815130657533,34.3879060371066,34.2298205294467,34.1065121842903,..
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,90.7380728554642,91.8135526831179,92.8732275754015,93.9168820994908,94.9432824128476,95.9527027027027,96.9438699569134,97.9130630630631,..,..
Costa Rica,CRI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,26.3404780312733,26.432273890785,26.5314342337699,26.6395309167376,26.7562591226873,26.8819403410048,27.0151399386742,27.1579362572736,27.3111310591393,..
Costa Rica,CRI,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1220377,1239145,1258149,1277471,1297091,1317039,1337237,1357745,1378546,..
Costa Rica,CRI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,5.5,..,3.90000009536743,..,3.90000009536743,..,..
Costa Rica,CRI,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,19.8,19.6,19.2,19.7,18.6,19.4,18.7,19.2,..,..
Costa Rica,CRI,Rural population (% of total population),SP.RUR.TOTL.ZS,27.132,26.054,25.03,24.059,23.138,22.265,21.44,20.66,19.924,..
Costa Rica,CRI,Scientific and technical journal articles,IP.JRN.ARTC.SC,265.66,310.97,276.98,363.67,361.64,388.92,496.72,507.41,..,..
Costa Rica,CRI,Rural population growth (annual %),SP.RUR.TOTL.ZG,-2.87780674807324,-2.87593440009522,-2.8621417304509,-2.8391177875613,-2.81629523496163,-2.78848940946092,-2.74808207588435,-2.71104464606594,-2.66959054977993,..
Costa Rica,CRI,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.46782,0.55606,0.55567,0.57209,0.44993,0.42926,0.42336,..,..,..
Costa Rica,CRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.1393995285034,9.78390026092529,8.7677001953125,9.05900001525879,8.99909973144531,8.59819984436035,8.1422004699707,9.63199996948242,11.4905996322632,..
Costa Rica,CRI,Urban population,SP.URB.TOTL,3376037,3466588,3555158,3641672,3726119,3808506,3888684,3966556,4041885,..
